institution_name,institution_name_english,pretty_url,country,part_of,institution_type,institution_website,institution_wikidata,first_open_access_instance,first_open_access_instance_citation,open_access_scope,open_access_policy,tk_tce_policy,rights_statement_compliance,rights_statement_metadata,rights_statement_metadata_url,admission_policy,institution_api,institution_github,open_data_volume_name0,open_data_volume_number0,open_data_volume_url0,open_data_volume_name1,open_data_volume_number1,open_data_volume_url1,open_data_volume_name2,open_data_volume_number2,open_data_volume_url2,open_data_volume_name3,open_data_volume_number3,open_data_volume_url3,open_data_volume_name4,open_data_volume_number4,open_data_volume_url4,open_data_volume_name5,open_data_volume_number5,open_data_volume_url5
Koninklijk Belgisch Instituut voor Natuurwetenschappen,Royal Belgian Institute of Natural Sciences,https://survey.glamelab.org/institutions/koninklijk-belgisch-instituut-voor-natuurwetenschappen,Belgium,,University,https://www.naturalsciences.be,https://www.wikidata.org/wiki/Q16665660,null,,Some eligible data,,,Open,None,,None,,,Europeana,"4,074",https://www.europeana.eu/en/collections/organisation/2414-royal-belgian-institute-of-natural-sciences?page=1&reusability=open,,,,,,,,,,,,,,,
"Prentenkabinet, Universiteit Antwerpen",Prentenkabinet,https://survey.glamelab.org/institutions/prentenkabinet-universiteit-antwerpen,Belgium,University of Antwerp,University,https://www.uantwerpen.be,https://www.wikidata.org/wiki/Q47885560,null,,Some eligible data,,,Public domain,None,,None,,,Wikimedia Commons,"1,088",https://commons.wikimedia.org/wiki/Category:Print_Room_of_the_University_of_Antwerp,,,,,,,,,,,,,,,
KU Leuven,University of Leuven,https://survey.glamelab.org/institutions/ku-leuven,Belgium,,University,https://www.kuleuven.be,https://www.wikidata.org/wiki/Q833670,null,,Some eligible data,,,Public domain,None,,None,,,Europeana,"34,093",https://www.europeana.eu/search?query=&qf=COUNTRY%3A%22Belgium%22&qf=DATA_PROVIDER%3A%22Catholic%20University%20of%20Leuven%22&reusability=open,,,,,,,,,,,,,,,
Liberas (Het Liberaal Archief),Liberas (The Liberal Archive),https://survey.glamelab.org/institutions/liberas-het-liberaal-archief,Belgium,,Archive,https://www.liberas.eu,https://www.wikidata.org/wiki/Q2745365,null,,Some eligible data,,,Disclaimer,None,,None,,,Flickr Commons,298,https://www.flickr.com/photos/142575440@N02,,,,,,,,,,,,,,,
Plantentuin Meise,Plantentuin Meise,https://survey.glamelab.org/institutions/plantentuin-meise,Belgium,,Visitor attraction,https://www.plantentuinmeise.be,https://www.wikidata.org/wiki/Q3052500,null,,Some eligible data,,,Open,None,,None,,,Europeana,"1,383,209",https://www.europeana.eu/portal/search?f%5BDATA_PROVIDER%5D%5B%5D=Meise+Botanic+Garden&f%5BREUSABILITY%5D%5B%5D=open,,,,,,,,,,,,,,,
Museum voor Schone Kunsten Gent (MSK),Museum of Fine Arts Ghent (MSK),https://survey.glamelab.org/institutions/museum-voor-schone-kunsten-gent-msk,Belgium,,Museum,https://www.mskgent.be,https://www.wikidata.org/wiki/Q2365880,null,,Some eligible data,,,Public domain,None,,Paid,,,Wikimedia Commons,2,"https://commons.wikimedia.org/wiki/Category:Museum_of_Fine_Arts,_Ghent",,,,,,,,,,,,,,,
Museum Plantin-Moretus ,Plantin-Moretus Museum,https://survey.glamelab.org/institutions/museum-plantin-moretus,Belgium,,Museum,https://www.museumplantinmoretus.be,https://www.wikidata.org/wiki/Q595802,null,,Some eligible data,,,Open,None,,Paid,,,Wikimedia Commons,241,https://commons.wikimedia.org/wiki/Category:Images_from_Museum_Plantin-Moretus,,,,,,,,,,,,,,,
NAVIGO Nationaal Visserijmuseum,NAVIGO National Fisheries Museum,https://survey.glamelab.org/institutions/navigo-nationaal-visserijmuseum,Belgium,,Museum,https://www.navigomuseum.be/,https://www.wikidata.org/wiki/Q2215257,null,,Some eligible data,,,Public domain,None,,Paid,,,Wikimedia Commons,5,https://commons.wikimedia.org/wiki/Category:Images_from_Navigo_Nationaal_visserijmuseum,,,,,,,,,,,,,,,
MoMu - Fashion Museum of Antwerp,MoMu - Fashion Museum of Antwerp,https://survey.glamelab.org/institutions/momu-fashion-museum-of-antwerp,Belgium,,Museum,https://www.momu.be,https://www.wikidata.org/wiki/Q2799943,null,,Some eligible data,,,Open,None,,Paid,,,Wikimedia Commons,754,https://commons.wikimedia.org/wiki/Category:Images_from_MoMu_-_Fashion_Museum_Province_of_Antwerp,Europeana,"9,862",https://www.europeana.eu/en/collections/organisation/1482250000000368903-fashion-museum-of-antwerp?page=1&reusability=open,,,,,,,,,,,,
Mu.ZEE,Mu.ZEE,https://survey.glamelab.org/institutions/mu-zee,Belgium,,Museum,https://www.muzee.be,https://www.wikidata.org/wiki/Q1928672,null,,Some eligible data,,,Public domain,None,,Paid,,,Wikimedia Commons,605,https://commons.wikimedia.org/wiki/Category:Collections_of_Mu.ZEE,,,,,,,,,,,,,,,
Letterenhuis,House of Literature,https://survey.glamelab.org/institutions/letterenhuis,Belgium,,Museum,https://www.letterenhuis.be,https://www.wikidata.org/wiki/Q3813695,null,,Some eligible data,,,Public domain,None,,Paid,,,Wikimedia Commons,"7,099",https://commons.wikimedia.org/wiki/Category:Collections_of_the_Letterenhuis,,,,,,,,,,,,,,,
Arquivo Nacional,National Archives,https://survey.glamelab.org/institutions/arquivo-nacional,Brazil,,Archive,https://www.arquivonacional.gov.br,https://www.wikidata.org/wiki/Q2860546,null,,Some eligible data,,,Public domain,None,,None,,,Wikimedia Commons,"23,943",https://commons.wikimedia.org/wiki/Category:Wikimedia_in_Brazil_GLAM_initiative_with_Arquivo_Nacional,,,,,,,,,,,,,,,
Arquivo Público do Estado de São Paulo,Public Archives of the State of São Paulo,https://survey.glamelab.org/institutions/arquivo-publico-do-estado-de-sao-paulo,Brazil,,Archive,https://www.arquivoestado.sp.gov.br/web/,https://www.wikidata.org/wiki/Q9630401,null,,Some eligible data,,,Public domain,None,,None,,,Wikimedia Commons,832,https://commons.wikimedia.org/wiki/Category:Wiki_Movimento_Brasil%27s_initiative_with_Arquivo_P%C3%BAblico_do_Estado_de_S%C3%A3o_Paulo,,,,,,,,,,,,,,,
Universiteitsbibliotheek Gent,Universiteitsbibliotheek Gent,https://survey.glamelab.org/institutions/universiteitsbibliotheek-gent,Belgium,University of Gent,Library,https://lib.ugent.be,https://www.wikidata.org/wiki/Q611001,null,,Some eligible data,https://lib.ugent.be/en/info/open,,Open,None,,None,,,Europeana,"47,996",https://www.europeana.eu/en/collections/organisation/1482250000010864296-ghent-university-library?page=1&reusability=open,,,,,,,,,,,,,,,
Vlaams Architectuurinstituut,Vlaams Architectuurinstituut,https://survey.glamelab.org/institutions/vlaams-architectuurinstituut,Belgium,,Research institution,https://www.vai.be/,https://www.wikidata.org/wiki/Q14515828,null,,Some eligible data,https://collectie.vai.be,,Public domain,None,,None,,,Own website,442,https://collectie.vai.be/zoeken?search_api_fulltext=&title=&f%5B0%5D=beelden%3A1,,,,,,,,,,,,,,,
Raakvlak,Raakvlak,https://survey.glamelab.org/institutions/raakvlak,Belgium,,Research institution,https://raakvlak.be,https://www.wikidata.org/wiki/Q99174870,null,,Some eligible data,,,Open,None,,None,,,Wikimedia Commons,592,https://commons.wikimedia.org/wiki/Category:Media_contributed_by_Raakvlak_(Brugge),,,,,,,,,,,,,,,
Galeria Homero Massena,Homero Massena Gallery,https://survey.glamelab.org/institutions/galeria-homero-massena,Brazil,,Museum,https://secult.es.gov.br/galeria-homero-massena,https://www.wikidata.org/wiki/Q56695376,2023,,Some eligible data,,,Open,None,,Free,,,Wikimedia Commons,7,https://commons.wikimedia.org/wiki/Category:Galeria_Homero_Massena,Aggregator,0,https://midiateca.es.gov.br/galeriahomeromassena/direitos-autorais/dominio-publico/?view_mode=masonry&perpage=12&paged=1&order=ASC&orderby=date&fetch_only=thumbnail%2Ccreation_date%2Ctitle%2Cdescription&fetch_only_meta=,,,,,,,,,,,,
Instituto Histórico e Geográfico de Vila Velha,Historical and Geographic Institute of Vila Velha,https://survey.glamelab.org/institutions/instituto-historico-e-geografico-de-vila-velha,Brazil,,Research institution,https://mapa.cultura.es.gov.br/agente/5880/#info,https://www.wikidata.org/wiki/Q110890432,2022,,Some eligible data,,,Open,None,,None,,,Wikimedia Commons,126,https://commons.wikimedia.org/wiki/Category:Instituto_Hist%C3%B3rico_e_Geogr%C3%A1fico_de_Vila_Velha_collections,,,,,,,,,,,,,,,
"Museu da Imigração, São Paulo","Immigration Museum, São Paulo",https://survey.glamelab.org/institutions/museu-da-imigracao-sao-paulo,Brazil,,Museum,https://museudaimigracao.org.br,https://www.wikidata.org/wiki/Q3854482,null,,Some eligible data,,,Open,None,,Paid,,,Wikimedia Commons,133,https://commons.wikimedia.org/wiki/Category:Media_contributed_by_the_Immigration_Museum_of_the_State_of_S%C3%A3o_Paulo?uselang=pt,,,,,,,,,,,,,,,
Museu de Anatomia Veterinária da Faculdade de Medicina Veterinária e Zootecnia da USP,Veterinary Anatomy Museum of the Faculty of Veterinary Medicine and Animal Science of USP,https://survey.glamelab.org/institutions/museu-de-anatomia-veterinaria-da-faculdade-de-medicina-veterinaria-e,Brazil,,Museum,https://mav.fmvz.usp.br,https://www.wikidata.org/wiki/Q10333736,null,,Some eligible data,,,Open,None,,Paid,,,Wikimedia Commons,634,https://commons.wikimedia.org/wiki/Category:Collections_of_the_Museum_of_Veterinary_Anatomy_FMVZ_USP,,,,,,,,,,,,,,,
Museu de Zoologia da Universidade de São Paulo,Zoology Museum of the University of São Paulo,https://survey.glamelab.org/institutions/museu-de-zoologia-da-universidade-de-sao-paulo,Brazil,,Museum,https://www.mz.usp.br,https://www.wikidata.org/wiki/Q4193904,null,,Some eligible data,,,Open,None,,Free,,,Wikimedia Commons,152,https://commons.wikimedia.org/wiki/Category:Collections_of_the_Museu_de_Zoologia_da_Universidade_de_S%C3%A3o_Paulo,,,,,,,,,,,,,,,
Museu Paulista (Museu do Ipiranga),Paulista Museum,https://survey.glamelab.org/institutions/museu-paulista-museu-do-ipiranga,Brazil,,Museum,https://museudoipiranga.org.br,https://www.wikidata.org/wiki/Q371803,null,,Some eligible data,https://acervoonline.mp.usp.br/solicitacao-de-imagens/,,Public domain,None,,Free,,,Wikimedia Commons,149,https://commons.wikimedia.org/wiki/Category:Collections_of_the_Museu_do_Ipiranga,,,,,,,,,,,,,,,
Musica Brasilis,Musica Brasilis,https://survey.glamelab.org/institutions/musica-brasilis,Brazil,,Repository,https://musicabrasilis.org.br,https://www.wikidata.org/wiki/Q25427665,null,,Some eligible data,,,Open,None,,None,,,Own website,"1,540",https://musicabrasilis.org.br/partituras,Wikimedia Commons,"1,526",https://commons.wikimedia.org/wiki/Category:Wiki_Movement_Brazil%E2%80%99s_initiative_with_Centro_de_Documenta%C3%A7%C3%A3o_Hist%C3%B3rica_e_Mem%C3%B3ria_Regional,,,,,,,,,,,,
Senado Federal do Brasil,Federal Senate of Brazil,https://survey.glamelab.org/institutions/senado-federal-do-brasil,Brazil,,Government,https://www.senado.leg.br,https://www.wikidata.org/wiki/Q2119413,null,,Some eligible data,https://www12.senado.gov.br/noticias/arquivo-de-imagens-no-flickr-commons,,Disclaimer,None,,None,,,Flickr Commons,499,https://www.flickr.com/photos/senadothecommons,,,,,,,,,,,,,,,
"Регионална библиотека ""Дора Габе""","Dora Gabe Regional Library, Dobrich",https://survey.glamelab.org/institutions/regionalna-biblioteka-dora-gabe,Bulgaria,,Library,https://libdobrich.bg/,https://www.wikidata.org/wiki/Q121266238,null,,Some eligible data,,,Public domain,None,,None,,,Europeana,289,https://www.europeana.eu/en/collections/organisation/2346-public-library-dora-gabe-dobrich?page=1&reusability=open,,,,,,,,,,,,,,,
NALIS Foundation,NALIS Foundation,https://survey.glamelab.org/institutions/nalis-foundation,Bulgaria,,Library,https://www.nalis.bg,https://www.wikidata.org/wiki/Q27163637,null,,Some eligible data,,,Public domain,None,,None,,,Europeana,"15,961",https://www.europeana.eu/en/collections/organisation/2809-national-academic-library-and-information-system-foundation?page=1&reusability=open,,,,,,,,,,,,,,,
Библиотека РОДИНА - Стара Загора,Library Rodina - Stara Zagora,https://survey.glamelab.org/institutions/biblioteka-rodina-stara-zagora,Bulgaria,,Library,https://www.rodina-bg.org,https://www.wikidata.org/wiki/Q121266158,null,,Some eligible data,,,Public domain,None,,None,,,Europeana,"1,004",https://www.europeana.eu/en/collections/organisation/2956-public-library-stara-zagora?page=1&reusability=open,,,,,,,,,,,,,,,
Национална библиотека „Св. св. Кирил и Методий“,SS. Cyril and Methodius National Library,https://survey.glamelab.org/institutions/nacionalna-biblioteka-sv-sv-kiril-i-metodii,Bulgaria,,Library,https://www.nationallibrary.bg,https://www.wikidata.org/wiki/Q631641,null,,Some eligible data,,,Public domain,None,,None,,,Europeana,"2,046",https://www.europeana.eu/en/collections/organisation/2034-st-st-cyril-and-methodius-national-library?page=1&reusability=open,,,,,,,,,,,,,,,
Институт за балканистика с център по тракология,Institute of Balkan Studies and Center of Thracology,https://survey.glamelab.org/institutions/institut-za-balkanistika-s-centr-po-trakologiya,Bulgaria,,University,https://balkanstudies.bg,https://www.wikidata.org/wiki/Q33121409,null,,Some eligible data,,,Open,None,,None,,,Europeana,499,https://www.europeana.eu/collections/organisation/1482250000004517617-institute-of-balkan-studies-with-center-for-thracology?page=1&reusability=open,,,,,,,,,,,,,,,
Институт за български език при БАН,Institute of Bulgarian Language at the Bulgarian Academy of Sciences,https://survey.glamelab.org/institutions/institut-za-blgarski-ezik-pri-ban,Bulgaria,,University,https://ibl.bas.bg/,https://www.wikidata.org/wiki/Q12281765,null,,Some eligible data,,,Open,None,,None,,,Europeana,14,https://www.europeana.eu/en/collections/organisation/1813-institute-for-bulgarian-language-of-the-bulgarian-academy-of-sciences?page=1&reusability=open,,,,,,,,,,,,,,,
Държавна агенция „Архиви,Bulgarian Archives State Agency,https://survey.glamelab.org/institutions/drzhavna-agenciya-arkhivi,Bulgaria,,Archive,https://www.archives.government.bg,https://www.wikidata.org/wiki/Q12279299,null,,Some eligible data,,,Public domain,None,,None,,,Wikimedia Commons,14397,https://commons.wikimedia.org/wiki/Category:Images_from_the_Bulgarian_Archives_State_Agency,,,,,,,,,,,,,,,
Doual'art,Doual'art,https://survey.glamelab.org/institutions/doualart,Cameroon,,Gallery,https://doualart.org,https://www.wikidata.org/wiki/Q1051789,null,,Some eligible data,,,Open,None,,Information needed,,,Wikimedia Commons,"3,927",https://commons.wikimedia.org/wiki/Category:Archive_of_Doual%27art,,,,,,,,,,,,,,,
"Регионална библиотека ""Пенчо Славейков"" (Pencho Slaveykov Regional Library)",Pencho Slaveykov Regional Library,https://survey.glamelab.org/institutions/regionalna-biblioteka-pencho-slaveikov-pencho-slaveykov-regional-library,Bulgaria,,Library,https://www.libvar.bg,https://www.wikidata.org/wiki/Q74907546,null,,Some eligible data,,,Public domain,None,,None,,,Europeana,"150,492",https://www.europeana.eu/en/collections/organisation/4516-public-library-pencho-slaveykov-varna?page=1&reusability=open,,,,,,,,,,,,,,,
Bibliothèque et Archives nationales du Québec (BAnQ),National Library and Archives of Québec,https://survey.glamelab.org/institutions/bibliotheque-et-archives-nationales-du-quebec-banq,Canada,,Archive,https://www.banq.qc.ca/accueil,https://www.wikidata.org/wiki/Q39628,null,,All eligible data,https://www.banq.qc.ca/outils/declarations_droits_licences,,Public domain,None,,None,,,Wikimedia Commons,"3,335",https://commons.wikimedia.org/wiki/Category:Files_uploaded_by_Bibliothèque_et_Archives_nationales_du_Québec,Own website,0,https://numerique.banq.qc.ca,,,,,,,,,,,,
Canada Agriculture and Food Museum,Canada Agriculture and Food Museum,https://survey.glamelab.org/institutions/canada-agriculture-and-food-museum,Canada,Ingenium Canada,Museum,https://ingeniumcanada.org/cafm,https://www.wikidata.org/wiki/Q4212098,null,,All eligible data,https://ingeniumcanada.org/archives/terms-and-conditions,,Public domain,None,,Paid,,,Own website,0,https://ingeniumcanada.org/ingenium/collection-research/collection.php,,,,,,,,,,,,,,,
Canada Science and Technology Museum,Canada Science and Technology Museum,https://survey.glamelab.org/institutions/canada-science-and-technology-museum,Canada,Ingenium Canada,Museum,https://ingeniumcanada.org/cstm,https://www.wikidata.org/wiki/Q1163464,null,,All eligible data,https://ingeniumcanada.org/archives/terms-and-conditions,,Public domain,None,,Paid,,,Own website,0,https://ingeniumcanada.org/ingenium/collection-research/collection.php,,,,,,,,,,,,,,,
Archives of the Law Society of Ontario,Archives of the Law Society of Ontario,https://survey.glamelab.org/institutions/archives-of-the-law-society-of-ontario,Canada,,Archive,https://lso.ca,https://www.wikidata.org/wiki/Q6503109,null,,Some eligible data,https://lso.ca/about-lso/osgoode-hall-and-ontario-legal-heritage/collections-and-research,,Disclaimer,None,,None,,,Flickr Commons,"5,429",https://www.flickr.com/photos/lsuc_archives,,,,,,,,,,,,,,,
Canada Aviation and Space Museum,Canada Aviation and Space Museum,https://survey.glamelab.org/institutions/canada-aviation-and-space-museum,Canada,Ingenium Canada,Museum,https://ingeniumcanada.org/casm,https://www.wikidata.org/wiki/Q1031932,null,,All eligible data,https://ingeniumcanada.org/archives/terms-and-conditions,,Public domain,None,,Paid,,,Own website,0,https://ingeniumcanada.org/ingenium/collection-research/collection.php,,,,,,,,,,,,,,,
Регионална библиотека „ХРИСТО СМИРНЕНСКИ“ - Хасково,"Hristo Smirnenski Regional Library, Haskovo",https://survey.glamelab.org/institutions/regionalna-biblioteka-khristo-smirnenski-khaskovo,Bulgaria,,Library,https://library-haskovo.org,https://www.wikidata.org/wiki/Q25478762,null,,Some eligible data,,,Public domain,None,,None,,,Europeana,272,https://www.europeana.eu/en/collections/organisation/2375-public-library-haskovo?page=1&reusability=open,,,,,,,,,,,,,,,
